product_id,product_name,category,cost_price,current_price,competitor_price,historical_avg_price,delivery_cost,sales_volume_30d
PRD01289,Produit JEU-1289,Jeux vidéo,99.37,112.36,104.95,110.05,0.0,448
PRD01290,Produit INF-1290,Informatique,784.55,1046.48,1181.56,1016.04,0.0,44
PRD01291,Produit INF-1291,Informatique,175.68,248.33,278.37,239.4,0.0,16
PRD01292,Produit MAI-1292,Maison,58.45,65.48,62.45,64.51,0.0,232
PRD01293,Produit JEU-1293,Jeux vidéo,477.9,549.22,597.85,524.41,0.0,163
PRD01294,Produit INF-1294,Informatique,592.4,800.23,877.34,806.91,0.0,456
PRD01295,Produit JEU-1295,Jeux vidéo,30.79,38.58,40.39,37.33,3.01,486
PRD01296,Produit TÉL-1296,Téléphonie,528.68,656.22,695.73,648.17,0.0,62
PRD01297,Produit ELE-1297,Electroménager,428.17,491.51,516.61,480.17,0.0,406
PRD01298,Produit INF-1298,Informatique,87.1,111.26,97.76,112.71,0.0,92
PRD01299,Produit MAI-1299,Maison,142.16,162.67,176.43,168.37,0.0,321
PRD01300,Produit TÉL-1300,Téléphonie,456.54,578.35,586.69,586.06,0.0,465
PRD01301,Produit BEA-1301,Beauté,240.6,328.96,330.1,330.36,0.0,91
PRD01302,Produit JEU-1302,Jeux vidéo,750.96,1282.87,1028.92,909.06,0.0,372
PRD01303,Produit BEA-1303,Beauté,655.9,831.86,713.84,792.76,0.0,494
PRD01304,Produit SPO-1304,Sport,786.94,1138.86,1068.21,1095.91,0.0,41
PRD01305,Produit TÉL-1305,Téléphonie,211.44,283.4,252.93,271.92,0.0,240
PRD01306,Produit BEA-1306,Beauté,775.93,1547.15,933.09,1038.53,0.0,326
PRD01307,Produit JOU-1307,Jouets,347.83,433.12,409.94,422.75,0.0,254
PRD01308,Produit JOU-1308,Jouets,281.28,385.0,460.45,386.23,0.0,330
PRD01309,Produit INF-1309,Informatique,45.03,50.17,47.39,48.24,0.0,70
PRD01310,Produit JEU-1310,Jeux vidéo,46.95,30.22,58.08,55.99,4.96,298
PRD01311,Produit ELE-1311,Electroménager,555.15,650.12,579.52,673.15,0.0,215
PRD01312,Produit TÉL-1312,Téléphonie,369.05,248.97,485.64,479.47,0.0,310
PRD01313,Produit INF-1313,Informatique,185.08,258.37,308.64,246.55,0.0,55
PRD01314,Produit MAI-1314,Maison,493.11,602.18,573.36,623.34,0.0,78
PRD01315,Produit SPO-1315,Sport,206.02,273.82,314.02,282.14,0.0,414
PRD01316,Produit JEU-1316,Jeux vidéo,464.22,625.89,750.54,651.06,0.0,498
PRD01317,Produit TÉL-1317,Téléphonie,290.57,379.24,400.48,380.3,0.0,338
PRD01318,Produit JOU-1318,Jouets,659.72,808.18,774.47,831.45,0.0,439
PRD01319,Produit TÉL-1319,Téléphonie,657.45,855.98,929.37,817.57,0.0,120
PRD01320,Produit ELE-1320,Electroménager,384.49,595.97,537.33,449.11,0.0,201
PRD01321,Produit JOU-1321,Jouets,283.9,320.62,291.76,308.39,0.0,431
PRD01322,Produit ELE-1322,Electroménager,293.24,424.46,428.02,442.07,0.0,435
PRD01323,Produit MAI-1323,Maison,645.54,738.83,710.54,706.41,0.0,327
PRD01324,Produit SPO-1324,Sport,265.9,299.22,284.01,287.26,0.0,256
PRD01325,Produit MAI-1325,Maison,171.2,240.96,277.41,251.33,0.0,129
PRD01326,Produit INF-1326,Informatique,72.33,87.2,86.99,83.78,0.0,348
PRD01327,Produit INF-1327,Informatique,376.02,499.21,483.57,517.67,0.0,41
PRD01328,Produit MAI-1328,Maison,388.3,691.76,500.73,485.49,0.0,73
PRD01329,Produit SPO-1329,Sport,673.52,1107.42,772.16,794.85,0.0,233
PRD01330,Produit MAI-1330,Maison,180.88,215.56,200.57,205.25,0.0,8
PRD01331,Produit SPO-1331,Sport,307.89,375.65,387.71,376.94,0.0,369
PRD01332,Produit SPO-1332,Sport,647.68,619.75,800.11,845.6,0.0,30
PRD01333,Produit BEA-1333,Beauté,659.78,892.12,850.41,925.92,0.0,95
PRD01334,Produit JOU-1334,Jouets,310.77,397.49,345.37,389.94,0.0,257
PRD01335,Produit JEU-1335,Jeux vidéo,370.0,529.19,546.27,523.17,0.0,279
PRD01336,Produit SPO-1336,Sport,246.11,274.33,311.59,271.25,0.0,228
PRD01337,Produit ELE-1337,Electroménager,746.38,952.44,1093.38,974.74,0.0,244
PRD01338,Produit SPO-1338,Sport,99.32,129.56,120.8,127.5,0.0,426
PRD01339,Produit SPO-1339,Sport,747.33,1062.75,1126.38,1025.32,0.0,197
PRD01340,Produit SPO-1340,Sport,548.67,612.98,704.66,628.13,0.0,455
PRD01341,Produit BEA-1341,Beauté,427.6,676.81,552.33,553.85,0.0,231
PRD01342,Produit JOU-1342,Jouets,30.96,43.31,50.94,41.48,3.2,472
PRD01343,Produit BEA-1343,Beauté,383.1,453.85,529.21,467.01,0.0,489
PRD01344,Produit INF-1344,Informatique,329.16,463.03,427.31,466.98,0.0,298
PRD01345,Produit BEA-1345,Beauté,133.17,147.37,138.62,147.21,0.0,50
PRD01346,Produit ELE-1346,Electroménager,526.85,981.82,652.54,726.99,0.0,216
PRD01347,Produit ELE-1347,Electroménager,777.06,1108.55,1018.34,1109.15,0.0,173
PRD01348,Produit BEA-1348,Beauté,451.94,601.09,701.92,610.01,0.0,74
PRD01349,Produit JOU-1349,Jouets,573.23,718.64,845.05,745.05,0.0,98
PRD01350,Produit MAI-1350,Maison,59.42,89.18,57.56,67.05,0.0,0
PRD01351,Produit JEU-1351,Jeux vidéo,337.05,583.64,506.98,486.95,0.0,123
PRD01352,Produit JOU-1352,Jouets,97.5,123.3,129.15,124.7,0.0,116
PRD01353,Produit BEA-1353,Beauté,492.17,546.38,539.11,548.08,0.0,342
PRD01354,Produit SPO-1354,Sport,751.09,781.7,1079.17,974.49,0.0,194
PRD01355,Produit TÉL-1355,Téléphonie,531.11,673.79,796.14,662.72,0.0,232
PRD01356,Produit JEU-1356,Jeux vidéo,66.06,75.54,68.71,77.0,0.0,128
PRD01357,Produit JEU-1357,Jeux vidéo,286.96,474.7,300.81,334.67,0.0,373
PRD01358,Produit ELE-1358,Electroménager,442.78,497.05,428.3,492.38,0.0,62
PRD01359,Produit JEU-1359,Jeux vidéo,325.55,423.54,413.94,434.52,0.0,235
PRD01360,Produit BEA-1360,Beauté,667.75,879.9,851.89,836.4,0.0,331
PRD01361,Produit SPO-1361,Sport,652.66,833.45,834.11,848.37,0.0,229
PRD01362,Produit SPO-1362,Sport,491.41,681.09,698.91,680.36,0.0,189
PRD01363,Produit INF-1363,Informatique,301.9,423.07,471.82,417.86,0.0,188
PRD01364,Produit SPO-1364,Sport,207.99,273.6,270.11,269.24,0.0,167
PRD01365,Produit JOU-1365,Jouets,89.17,98.49,95.11,95.27,0.0,94
PRD01366,Produit SPO-1366,Sport,287.14,385.72,439.49,379.33,0.0,156
PRD01367,Produit ELE-1367,Electroménager,333.47,415.6,476.87,411.09,0.0,290
PRD01368,Produit SPO-1368,Sport,542.28,703.85,655.61,699.45,0.0,347
PRD01369,Produit INF-1369,Informatique,528.24,701.07,673.12,713.15,0.0,340
PRD01370,Produit TÉL-1370,Téléphonie,60.74,74.26,84.57,73.92,0.0,394
PRD01371,Produit BEA-1371,Beauté,319.23,453.62,398.18,467.06,0.0,473
PRD01372,Produit ELE-1372,Electroménager,149.51,171.47,165.31,173.87,0.0,138
PRD01373,Produit JOU-1373,Jouets,129.67,173.11,174.31,167.74,0.0,190
PRD01374,Produit TÉL-1374,Téléphonie,662.71,729.99,668.29,713.72,0.0,452
PRD01375,Produit ELE-1375,Electroménager,38.32,54.55,49.8,52.25,0.0,55
PRD01376,Produit MAI-1376,Maison,338.25,529.41,384.89,402.57,0.0,6
PRD01377,Produit JEU-1377,Jeux vidéo,138.72,157.2,175.13,163.28,0.0,50
PRD01378,Produit MAI-1378,Maison,704.07,856.54,979.95,820.98,0.0,478
PRD01379,Produit SPO-1379,Sport,447.85,551.19,657.42,555.27,0.0,38
PRD01380,Produit TÉL-1380,Téléphonie,188.95,222.02,194.47,232.24,0.0,297
PRD01381,Produit SPO-1381,Sport,404.43,527.7,488.57,540.74,0.0,71
PRD01382,Produit JEU-1382,Jeux vidéo,586.53,736.11,820.63,735.51,0.0,255
PRD01383,Produit ELE-1383,Electroménager,766.7,852.54,885.97,830.47,0.0,308
PRD01384,Produit JEU-1384,Jeux vidéo,180.25,294.42,210.73,213.61,0.0,90
PRD01385,Produit INF-1385,Informatique,709.51,981.71,905.09,1004.9,0.0,148
PRD01386,Produit JEU-1386,Jeux vidéo,747.77,1003.06,951.07,1031.2,0.0,29
PRD01387,Produit INF-1387,Informatique,733.55,993.01,993.26,995.86,0.0,461
PRD01388,Produit JEU-1388,Jeux vidéo,510.15,581.9,625.47,659.82,0.0,122
PRD01389,Produit BEA-1389,Beauté,505.71,611.32,725.93,637.84,0.0,384
PRD01390,Produit INF-1390,Informatique,325.55,369.46,327.95,382.2,0.0,236
PRD01391,Produit TÉL-1391,Téléphonie,603.16,721.0,861.56,695.08,0.0,279
PRD01392,Produit SPO-1392,Sport,427.38,594.54,680.55,568.19,0.0,124
PRD01393,Produit JOU-1393,Jouets,543.56,784.45,782.96,787.26,0.0,133
PRD01394,Produit SPO-1394,Sport,345.62,439.92,487.84,430.42,0.0,5
PRD01395,Produit MAI-1395,Maison,586.54,647.19,702.22,633.16,0.0,382
PRD01396,Produit SPO-1396,Sport,660.45,758.87,701.69,727.55,0.0,372
PRD01397,Produit ELE-1397,Electroménager,121.42,147.25,142.64,153.93,0.0,196
PRD01398,Produit BEA-1398,Beauté,667.18,1003.73,894.73,897.7,0.0,189
PRD01399,Produit JEU-1399,Jeux vidéo,434.54,489.41,525.26,470.51,0.0,290
PRD01400,Produit MAI-1400,Maison,676.51,1357.48,1006.24,1003.97,0.0,383
PRD01401,Produit ELE-1401,Electroménager,347.88,427.12,433.76,434.93,0.0,235
PRD01402,Produit ELE-1402,Electroménager,306.34,434.82,437.04,427.23,0.0,78
PRD01403,Produit INF-1403,Informatique,732.47,1005.82,1030.35,1043.16,0.0,34
PRD01404,Produit SPO-1404,Sport,204.68,279.27,279.83,282.01,0.0,303
PRD01405,Produit TÉL-1405,Téléphonie,676.15,887.35,922.37,918.29,0.0,369
PRD01406,Produit JOU-1406,Jouets,389.8,514.29,596.99,512.71,0.0,360
PRD01407,Produit TÉL-1407,Téléphonie,413.71,547.46,586.6,547.5,0.0,71
PRD01408,Produit MAI-1408,Maison,250.23,196.0,364.32,323.42,0.0,42
PRD01409,Produit BEA-1409,Beauté,460.57,595.89,631.12,589.2,0.0,290
PRD01410,Produit TÉL-1410,Téléphonie,263.54,380.88,409.47,383.46,0.0,132
PRD01411,Produit JEU-1411,Jeux vidéo,36.22,49.13,51.71,51.33,6.36,286
PRD01412,Produit TÉL-1412,Téléphonie,221.24,223.45,260.85,306.57,0.0,105
PRD01413,Produit MAI-1413,Maison,10.07,14.15,16.98,13.65,4.57,158
PRD01414,Produit JOU-1414,Jouets,782.79,920.15,792.95,874.79,0.0,356
PRD01415,Produit TÉL-1415,Téléphonie,772.77,872.71,862.5,903.34,0.0,7
PRD01416,Produit JEU-1416,Jeux vidéo,319.15,405.01,359.16,399.52,0.0,261
PRD01417,Produit INF-1417,Informatique,584.05,747.54,660.77,733.71,0.0,342
PRD01418,Produit BEA-1418,Beauté,279.92,389.15,438.86,400.85,0.0,436
PRD01419,Produit MAI-1419,Maison,538.52,676.02,675.39,706.13,0.0,79
PRD01420,Produit INF-1420,Informatique,645.32,838.79,948.17,859.6,0.0,43
PRD01421,Produit INF-1421,Informatique,757.67,973.21,920.15,941.47,0.0,176
PRD01422,Produit INF-1422,Informatique,323.17,280.49,338.14,355.9,0.0,391
PRD01423,Produit ELE-1423,Electroménager,627.72,825.66,774.41,847.08,0.0,63
PRD01424,Produit BEA-1424,Beauté,216.41,409.83,320.52,313.01,0.0,387
PRD01425,Produit JOU-1425,Jouets,792.31,915.22,1039.0,960.85,0.0,287
PRD01426,Produit SPO-1426,Sport,25.49,33.34,33.62,33.38,3.88,308
PRD01427,Produit BEA-1427,Beauté,484.81,795.55,623.07,654.47,0.0,112
PRD01428,Produit ELE-1428,Electroménager,529.31,749.81,729.53,584.88,0.0,450
PRD01429,Produit SPO-1429,Sport,552.0,631.05,562.18,617.53,0.0,318
PRD01430,Produit BEA-1430,Beauté,100.71,145.33,148.28,143.46,0.0,369
PRD01431,Produit INF-1431,Informatique,751.13,929.75,923.21,973.96,0.0,207
PRD01432,Produit MAI-1432,Maison,149.04,175.81,155.48,167.08,0.0,443
PRD01433,Produit SPO-1433,Sport,500.09,394.94,547.53,568.95,0.0,225
PRD01434,Produit JEU-1434,Jeux vidéo,182.03,242.77,208.77,253.22,0.0,332
PRD01435,Produit JEU-1435,Jeux vidéo,249.24,327.33,378.7,321.0,0.0,416
PRD01436,Produit TÉL-1436,Téléphonie,439.43,582.35,618.89,566.34,0.0,277
PRD01437,Produit SPO-1437,Sport,336.67,380.71,432.2,389.47,0.0,382
PRD01438,Produit MAI-1438,Maison,132.38,187.02,193.11,191.61,0.0,286
PRD01439,Produit JOU-1439,Jouets,140.89,174.17,184.59,173.69,0.0,279
PRD01440,Produit ELE-1440,Electroménager,337.43,408.18,447.08,426.42,0.0,2
PRD01441,Produit INF-1441,Informatique,607.04,765.98,894.51,743.21,0.0,32
PRD01442,Produit TÉL-1442,Téléphonie,718.88,888.91,784.12,925.66,0.0,477
PRD01443,Produit JEU-1443,Jeux vidéo,71.88,140.65,97.35,103.37,0.0,409
PRD01444,Produit ELE-1444,Electroménager,317.52,452.54,496.96,446.58,0.0,481
PRD01445,Produit ELE-1445,Electroménager,84.7,102.17,121.11,105.31,0.0,306
PRD01446,Produit INF-1446,Informatique,18.19,25.51,30.44,24.57,3.54,213
PRD01447,Produit JOU-1447,Jouets,531.07,389.06,782.93,702.52,0.0,29
PRD01448,Produit JOU-1448,Jouets,483.95,690.01,633.26,719.68,0.0,418
PRD01449,Produit SPO-1449,Sport,134.6,159.64,142.35,153.17,0.0,24
PRD01450,Produit JEU-1450,Jeux vidéo,190.88,248.51,293.52,236.19,0.0,27
PRD01451,Produit JOU-1451,Jouets,23.85,28.53,28.58,28.21,3.36,96
PRD01452,Produit MAI-1452,Maison,668.78,928.56,852.59,891.78,0.0,86
PRD01453,Produit JOU-1453,Jouets,779.88,859.32,1011.3,890.52,0.0,25
PRD01454,Produit ELE-1454,Electroménager,112.69,146.24,129.65,152.42,0.0,119
PRD01455,Produit INF-1455,Informatique,189.02,230.36,254.63,229.96,0.0,200
PRD01456,Produit MAI-1456,Maison,695.39,843.47,901.54,837.18,0.0,391
PRD01457,Produit SPO-1457,Sport,741.54,789.61,865.8,986.91,0.0,356
PRD01458,Produit JEU-1458,Jeux vidéo,338.6,473.37,458.49,460.41,0.0,352
PRD01459,Produit SPO-1459,Sport,45.24,59.41,53.62,58.21,0.0,14
PRD01460,Produit ELE-1460,Electroménager,36.32,50.8,53.93,48.77,0.0,304
PRD01461,Produit MAI-1461,Maison,461.29,550.14,559.49,547.19,0.0,253
PRD01462,Produit MAI-1462,Maison,317.35,406.79,346.38,411.33,0.0,110
PRD01463,Produit MAI-1463,Maison,27.78,34.94,41.63,36.44,6.6,7
PRD01464,Produit ELE-1464,Electroménager,468.69,699.25,503.16,529.84,0.0,438
PRD01465,Produit ELE-1465,Electroménager,13.99,18.12,17.04,18.52,6.25,340
PRD01466,Produit SPO-1466,Sport,630.96,840.14,779.53,824.01,0.0,127
PRD01467,Produit TÉL-1467,Téléphonie,248.61,324.98,294.3,337.6,0.0,185
PRD01468,Produit SPO-1468,Sport,37.01,50.25,60.28,52.5,0.0,386
PRD01469,Produit JEU-1469,Jeux vidéo,472.74,614.55,585.84,641.11,0.0,392
PRD01470,Produit INF-1470,Informatique,321.16,360.78,357.87,344.14,0.0,499
PRD01471,Produit MAI-1471,Maison,779.17,888.84,1026.59,898.12,0.0,13
PRD01472,Produit TÉL-1472,Téléphonie,437.64,572.77,615.53,580.97,0.0,229
PRD01473,Produit INF-1473,Informatique,223.82,267.74,262.13,262.25,0.0,90
PRD01474,Produit TÉL-1474,Téléphonie,569.0,641.76,747.27,673.36,0.0,403
PRD01475,Produit JOU-1475,Jouets,220.84,276.13,307.17,270.36,0.0,3
PRD01476,Produit JOU-1476,Jouets,723.87,936.7,870.91,910.16,0.0,151
PRD01477,Produit BEA-1477,Beauté,302.9,368.04,395.76,367.46,0.0,218
PRD01478,Produit JOU-1478,Jouets,442.15,597.85,701.18,587.28,0.0,75
PRD01479,Produit SPO-1479,Sport,45.21,69.35,61.34,62.46,0.0,283
PRD01480,Produit JOU-1480,Jouets,343.77,418.19,462.84,415.68,0.0,354
PRD01481,Produit ELE-1481,Electroménager,666.73,1188.97,1082.27,901.39,0.0,215
PRD01482,Produit MAI-1482,Maison,645.49,856.59,935.09,867.37,0.0,158
PRD01483,Produit SPO-1483,Sport,183.33,242.57,214.88,232.41,0.0,250
PRD01484,Produit INF-1484,Informatique,184.73,238.99,223.6,245.13,0.0,66
PRD01485,Produit BEA-1485,Beauté,654.76,722.85,764.98,742.25,0.0,221
PRD01486,Produit BEA-1486,Beauté,744.67,1000.67,947.08,998.07,0.0,191
PRD01487,Produit BEA-1487,Beauté,80.81,135.99,117.96,104.07,0.0,218
PRD01488,Produit INF-1488,Informatique,362.8,518.77,514.55,522.89,0.0,372
PRD01489,Produit INF-1489,Informatique,273.28,223.79,382.65,386.25,0.0,16
PRD01490,Produit INF-1490,Informatique,697.2,1081.96,997.32,948.96,0.0,389
PRD01491,Produit INF-1491,Informatique,71.4,52.23,87.68,86.25,0.0,494
PRD01492,Produit BEA-1492,Beauté,172.85,202.46,199.17,201.08,0.0,106
PRD01493,Produit BEA-1493,Beauté,603.21,735.39,644.81,700.44,0.0,465
PRD01494,Produit TÉL-1494,Téléphonie,45.78,57.99,61.4,59.31,0.0,443
PRD01495,Produit SPO-1495,Sport,396.57,477.32,550.66,499.51,0.0,226
PRD01496,Produit MAI-1496,Maison,356.48,456.37,497.45,455.01,0.0,474
PRD01497,Produit JOU-1497,Jouets,270.85,313.61,308.44,308.58,0.0,80
PRD01498,Produit JOU-1498,Jouets,318.68,459.6,411.21,460.49,0.0,266
PRD01499,Produit ELE-1499,Electroménager,426.3,485.03,550.86,496.11,0.0,165
PRD01500,Produit BEA-1500,Beauté,133.29,190.1,224.24,180.61,0.0,356
PRD01501,Produit ELE-1501,Electroménager,459.74,483.38,643.51,677.99,0.0,233
PRD01502,Produit SPO-1502,Sport,645.32,990.53,915.52,860.52,0.0,161
PRD01503,Produit SPO-1503,Sport,609.33,824.86,819.72,828.27,0.0,174
PRD01504,Produit ELE-1504,Electroménager,127.35,159.52,163.63,153.5,0.0,159
PRD01505,Produit BEA-1505,Beauté,123.65,163.28,186.59,166.09,0.0,362
PRD01506,Produit ELE-1506,Electroménager,218.2,266.03,233.89,256.4,0.0,375
PRD01507,Produit JOU-1507,Jouets,292.05,352.04,364.58,352.31,0.0,184
PRD01508,Produit TÉL-1508,Téléphonie,329.72,429.42,397.26,411.97,0.0,173
PRD01509,Produit JOU-1509,Jouets,545.36,694.98,673.39,701.17,0.0,237
PRD01510,Produit JEU-1510,Jeux vidéo,50.06,65.22,70.15,64.03,0.0,162
PRD01511,Produit BEA-1511,Beauté,32.56,39.08,33.59,40.37,5.26,475
PRD01512,Produit BEA-1512,Beauté,316.57,388.89,411.38,400.55,0.0,405
PRD01513,Produit MAI-1513,Maison,559.25,631.6,599.52,663.08,0.0,399
PRD01514,Produit INF-1514,Informatique,158.78,177.56,192.53,173.25,0.0,237
PRD01515,Produit JEU-1515,Jeux vidéo,515.0,612.19,550.7,585.36,0.0,105
PRD01516,Produit SPO-1516,Sport,211.56,238.21,263.83,236.85,0.0,117
PRD01517,Produit BEA-1517,Beauté,709.44,806.15,867.4,772.57,0.0,231
PRD01518,Produit ELE-1518,Electroménager,717.07,795.02,1181.37,960.88,0.0,75
PRD01519,Produit JEU-1519,Jeux vidéo,241.34,268.76,314.16,271.38,0.0,4
PRD01520,Produit MAI-1520,Maison,187.85,362.96,237.25,252.26,0.0,217
PRD01521,Produit SPO-1521,Sport,331.99,396.86,341.13,378.74,0.0,281
PRD01522,Produit INF-1522,Informatique,196.22,275.7,297.58,274.13,0.0,332
PRD01523,Produit INF-1523,Informatique,539.55,685.09,726.89,687.16,0.0,407
PRD01524,Produit MAI-1524,Maison,661.72,798.66,686.53,780.13,0.0,235
PRD01525,Produit MAI-1525,Maison,540.11,691.97,617.89,717.71,0.0,322
PRD01526,Produit ELE-1526,Electroménager,660.36,814.68,859.2,787.07,0.0,31
PRD01527,Produit BEA-1527,Beauté,320.61,415.99,486.35,405.75,0.0,406
PRD01528,Produit INF-1528,Informatique,129.27,81.4,172.03,142.32,0.0,176
PRD01529,Produit SPO-1529,Sport,591.67,1000.27,774.16,824.43,0.0,499
PRD01530,Produit JEU-1530,Jeux vidéo,291.58,207.59,358.56,377.97,0.0,484
PRD01531,Produit SPO-1531,Sport,538.66,658.18,569.41,643.56,0.0,118
PRD01532,Produit TÉL-1532,Téléphonie,220.16,296.9,301.13,303.51,0.0,189
PRD01533,Produit TÉL-1533,Téléphonie,69.58,85.4,95.1,84.78,0.0,101
PRD01534,Produit MAI-1534,Maison,794.1,1105.11,1244.9,1120.13,0.0,364
PRD01535,Produit ELE-1535,Electroménager,129.18,162.64,166.65,169.6,0.0,485
PRD01536,Produit TÉL-1536,Téléphonie,790.79,1069.03,944.55,1105.87,0.0,460
PRD01537,Produit INF-1537,Informatique,781.94,889.54,874.84,851.2,0.0,78
PRD01538,Produit SPO-1538,Sport,636.09,888.07,1044.58,918.73,0.0,321
PRD01539,Produit SPO-1539,Sport,529.24,718.44,668.41,714.98,0.0,138
PRD01540,Produit MAI-1540,Maison,464.36,782.98,524.45,537.04,0.0,335
PRD01541,Produit BEA-1541,Beauté,693.55,475.57,887.08,811.93,0.0,401
PRD01542,Produit BEA-1542,Beauté,235.1,284.64,315.03,297.45,0.0,225
PRD01543,Produit JEU-1543,Jeux vidéo,376.81,543.22,635.17,521.17,0.0,265
PRD01544,Produit MAI-1544,Maison,497.42,705.6,583.5,607.75,0.0,332
PRD01545,Produit JOU-1545,Jouets,331.9,418.08,430.67,405.68,0.0,223
PRD01546,Produit JEU-1546,Jeux vidéo,344.85,382.96,388.16,378.37,0.0,59
PRD01547,Produit JOU-1547,Jouets,267.58,463.46,389.46,343.93,0.0,263
PRD01548,Produit BEA-1548,Beauté,453.56,589.61,659.93,592.31,0.0,454
PRD01549,Produit MAI-1549,Maison,681.21,976.58,1114.28,934.34,0.0,47
PRD01550,Produit JOU-1550,Jouets,165.22,129.87,189.74,211.79,0.0,80
PRD01551,Produit MAI-1551,Maison,747.87,1037.06,1168.92,1067.1,0.0,296
PRD01552,Produit MAI-1552,Maison,552.82,713.96,715.06,716.02,0.0,474
PRD01553,Produit BEA-1553,Beauté,659.5,734.86,630.63,710.38,0.0,378
PRD01554,Produit JEU-1554,Jeux vidéo,447.17,541.19,471.39,538.22,0.0,7
PRD01555,Produit JEU-1555,Jeux vidéo,624.72,813.04,883.99,847.54,0.0,348
PRD01556,Produit MAI-1556,Maison,17.88,25.62,25.11,26.03,5.11,248
PRD01557,Produit TÉL-1557,Téléphonie,655.61,918.31,1059.58,939.42,0.0,243
PRD01558,Produit ELE-1558,Electroménager,36.91,43.55,48.21,44.8,3.2,164
PRD01559,Produit BEA-1559,Beauté,712.48,838.62,719.19,804.29,0.0,346
PRD01560,Produit ELE-1560,Electroménager,793.61,928.85,1012.83,936.42,0.0,420
PRD01561,Produit ELE-1561,Electroménager,238.78,339.75,311.66,335.53,0.0,319
PRD01562,Produit JEU-1562,Jeux vidéo,172.2,240.81,240.31,232.12,0.0,186
PRD01563,Produit JEU-1563,Jeux vidéo,613.46,841.18,898.93,816.17,0.0,248
PRD01564,Produit TÉL-1564,Téléphonie,206.16,255.11,294.77,262.28,0.0,126
PRD01565,Produit ELE-1565,Electroménager,693.12,884.79,893.31,854.84,0.0,87
PRD01566,Produit ELE-1566,Electroménager,86.76,109.54,124.11,107.49,0.0,44
PRD01567,Produit MAI-1567,Maison,105.13,124.97,140.47,122.28,0.0,399
PRD01568,Produit JEU-1568,Jeux vidéo,783.43,1000.25,995.34,955.1,0.0,281
PRD01569,Produit ELE-1569,Electroménager,540.7,600.54,615.76,598.27,0.0,245
PRD01570,Produit SPO-1570,Sport,678.28,777.4,851.38,798.07,0.0,414
PRD01571,Produit TÉL-1571,Téléphonie,262.84,370.68,319.12,352.97,0.0,410
PRD01572,Produit JOU-1572,Jouets,542.8,739.88,859.58,711.21,0.0,217
PRD01573,Produit SPO-1573,Sport,477.42,595.82,666.98,608.94,0.0,426
PRD01574,Produit SPO-1574,Sport,484.5,620.65,581.73,626.46,0.0,14
PRD01575,Produit JOU-1575,Jouets,547.61,341.37,803.51,687.78,0.0,255
PRD01576,Produit BEA-1576,Beauté,462.41,628.54,573.72,611.58,0.0,313
PRD01577,Produit BEA-1577,Beauté,346.1,475.7,556.54,490.15,0.0,176
PRD01578,Produit TÉL-1578,Téléphonie,224.36,214.56,295.55,306.11,0.0,334
PRD01579,Produit SPO-1579,Sport,616.02,833.42,931.01,842.61,0.0,214
PRD01580,Produit ELE-1580,Electroménager,184.89,216.61,218.72,207.78,0.0,24
PRD01581,Produit JEU-1581,Jeux vidéo,555.42,676.66,749.58,656.7,0.0,491
PRD01582,Produit TÉL-1582,Téléphonie,190.5,240.88,217.88,247.46,0.0,323
PRD01583,Produit MAI-1583,Maison,502.14,610.49,576.5,593.63,0.0,291
PRD01584,Produit JOU-1584,Jouets,598.93,817.08,723.08,783.79,0.0,116
PRD01585,Produit SPO-1585,Sport,178.88,217.39,250.61,219.5,0.0,79
PRD01586,Produit TÉL-1586,Téléphonie,52.65,60.46,57.66,60.75,0.0,174
PRD01587,Produit INF-1587,Informatique,109.12,135.27,147.86,136.73,0.0,231
PRD01588,Produit INF-1588,Informatique,486.77,702.39,798.67,710.7,0.0,314
PRD01589,Produit BEA-1589,Beauté,680.31,517.94,934.88,802.15,0.0,468
PRD01590,Produit JOU-1590,Jouets,40.77,53.58,47.54,53.55,0.0,435
PRD01591,Produit JEU-1591,Jeux vidéo,588.65,736.72,856.48,767.97,0.0,39
PRD01592,Produit ELE-1592,Electroménager,276.35,310.85,285.68,311.9,0.0,170
PRD01593,Produit JEU-1593,Jeux vidéo,385.43,489.79,542.65,495.54,0.0,116
PRD01594,Produit JEU-1594,Jeux vidéo,743.44,1000.49,1105.64,977.18,0.0,183
PRD01595,Produit JEU-1595,Jeux vidéo,268.92,344.12,293.53,356.89,0.0,80
PRD01596,Produit JOU-1596,Jouets,374.94,526.88,488.53,501.82,0.0,386
PRD01597,Produit JEU-1597,Jeux vidéo,15.88,19.07,19.49,19.18,3.34,70
PRD01598,Produit MAI-1598,Maison,69.87,78.97,78.73,78.05,0.0,139
PRD01599,Produit JOU-1599,Jouets,210.58,300.67,352.24,303.79,0.0,192
PRD01600,Produit MAI-1600,Maison,27.14,33.45,32.64,32.98,5.83,170
PRD01601,Produit JOU-1601,Jouets,506.94,659.91,777.34,674.28,0.0,100
PRD01602,Produit BEA-1602,Beauté,343.99,473.74,478.86,451.02,0.0,69
PRD01603,Produit TÉL-1603,Téléphonie,440.78,534.89,635.19,529.86,0.0,173
PRD01604,Produit INF-1604,Informatique,143.84,194.28,215.28,200.72,0.0,443
PRD01605,Produit JEU-1605,Jeux vidéo,240.27,275.68,314.35,268.79,0.0,188
PRD01606,Produit BEA-1606,Beauté,532.74,640.33,567.79,611.69,0.0,432
